#id1,id2,weight
Whitechapel,MTRO,1
Whitechapel,HTL,1
Whetstone,PPL,1
Whetstone,MTRO,1
West,RSTN,1
West,PPLX,1
West,MTRO,1
West,PPL,1
West,HSP,1
West,HTL,1
West,LIBR,1
West,CMTY,1
West,RSV,1
Norwood,RSTN,1
Norwood,PPLX,1
Norwood,PPL,1
Norwood,LIBR,1
Norwood,CMTY,1
Railway,RSTN,1
Railway,BDG,1
Railway,STNR,1
Railway,RSTNQ,1
Railway,RYD,1
Station,RSTN,1
Station,MTRO,1
Station,RSTNQ,1
Station,PS,1
Station,PP,1
Station,STNR,1
Station,MUS,1
Station,TOWR,1
City,PPLA3,1
City,ADM3,1
City,AIRP,1
City,HTL,1
City,CMTY,1
City,BLDG,1
City,MTRO,1
City,RSTN,1
City,CH,1
City,MALL,1
City,FRM,1
of,PPLA3,1
of,ADM3,1
of,CSTL,1
of,PPLX,1
of,CTHSE,1
of,MUS,1
of,BANK,1
of,UNIV,1
of,CMTY,1
of,ADMF,1
of,AREA,1
of,CH,1
of,HTL,1
of,MNMT,1
of,BLDO,1
of,REST,1
of,PPL,1
of,ZN,1
Westminster,PPLA3,1
Westminster,ADM3,1
Westminster,HSP,1
Westminster,HTL,1
Westminster,CH,1
Westminster,BDG,1
Westminster,BLDG,1
Westminster,MTRO,1
Westminster,PPL,1
Kensington,MTRO,1
Kensington,PPLX,1
Kensington,PPLA3,1
Kensington,ADM3,1
Kensington,HSP,1
Kensington,HTL,1
Kensington,PP,1
Kensington,RSTN,1
Kensington,PAL,1
Kensington,GDN,1
Kensington,PRK,1
Underground,MTRO,1
Underground,RSTNQ,1
Underground,RSTN,1
Ham,PPL,1
Ham,PPLA3,1
Ham,PPLX,1
Ham,RSTN,1
Ham,MTRO,1
Ham,HTL,1
Ham,MUS,1
Ham,CMN,1
Ham,LIBR,1
Dulwich,PPLX,1
Dulwich,RSTN,1
Brompton,PPLX,1
Brompton,HSP,1
Brompton,RSTN,1
Brompton,MTRO,1
Brompton,HTL,1
Wembley,PPLA3,1
Wembley,RSTN,1
Wembley,HTL,1
Wembley,STDM,1
Wembley,MTRO,1
Wembley,BLDG,1
Welling,PPL,1
Welling,RSTN,1
Wealdstone,PPL,1
Wealdstone,RSTN,1
Wealdstone,MTRO,1
Waterloo,RSTN,1
Waterloo,HTL,1
Waterloo,BDG,1
Waterloo,BUSTN,1
Waterloo,PPLX,1
Waterloo,MTRO,1
Wanstead,PPL,1
Wanstead,RSTN,1
Wanstead,MTRO,1
Wandsworth,PPLA3,1
Wandsworth,ADM3,1
Wandsworth,HTL,1
Wandsworth,BDG,1
Wandsworth,RSTN,1
Wandsworth,CMN,1
River,STM,1
River,HTL,1
River,WTRC,1
Wandle,STM,1
Walworth,PPLX,1
Walthamstow,PPLA3,1
Walthamstow,RSTN,1
Walthamstow,MTRO,1
Walthamstow,MRSH,1
London,RSTN,1
London,PPLA3,1
London,PPLC,1
London,ADM3,1
London,AREA,1
London,ADM2,1
London,CSTL,1
London,HSP,1
London,AIRP,1
London,STNM,1
London,HTL,1
London,OBPT,1
London,PPLX,1
London,BLDG,1
